Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings,Cluster
Female,56,6.0,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,married,4.33333333333333,Q4,3.6,2.3125,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,2
Male,41,6.0,"$60,001 to $90,000",60-90k,manager or administrator,VIC,married,3.56666666666667,Q2,3.66666666666667,2.38461538461538,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,65,3.0,"Less than $30,000",<30k,retired,VIC,separated or divorced,3.4,Q2,4.46666666666667,3.03846153846154,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,2
Male,42,3.0,"$30,001 to $60,000",30-60k,small business owner,NSW,married,3.53333333333333,Q2,2.73333333333333,2.13333333333333,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,1
Male,65,8.0,"more than $240,001",>120k,manager or administrator,NSW,married,4.56666666666667,Q4,4.33333333333333,3.43333333333333,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes,0
Female,37,8.0,"$60,001 to $90,000",60-90k,professional,VIC,married,3.6,Q2,3.73333333333333,2.82608695652174,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,0
Male,20,6.0,"$30,001 to $60,000",30-60k,unemployed,VIC,single,3.03333333333333,Q1,3.93333333333333,2.86206896551724,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,1
Female,39,8.0,"$60,001 to $90,000",60-90k,professional,QLD,single,4.2,Q3,4.26666666666667,3.62068965517241,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,0
Male,37,3.0,"$90,001 to $120,000",90-120k,professional,QLD,married,3.03333333333333,Q1,3.06666666666667,2.3,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,1
Female,45,7.0,"$120,001 to $150,000",>120k,manager or administrator,QLD,married,4.3,Q4,4.06666666666667,2.13333333333333,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,1
Male,41,6.0,"$60,001 to $90,000",60-90k,transport worker,QLD,married,4.1,Q3,4.4,2.82142857142857,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,2
Male,39,4.0,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,single,3.8,Q2,4.13333333333333,3.53846153846154,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,1
Female,21,7.0,"$30,001 to $60,000",30-60k,manager or administrator,NSW,single,4.4,Q4,4.13333333333333,3.06896551724138,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,2
Female,43,1.0,"$30,001 to $60,000",30-60k,manager or administrator,WA,living with a partner,4.8,Q4,3.06666666666667,4.46666666666667,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,24,3.0,"Less than $30,000",<30k,Clerical or service worker,VIC,single,3.33333333333333,Q1,3.6,2.16666666666667,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,2
Male,49,6.0,"$60,001 to $90,000",60-90k,professional,QLD,living with a partner,3.8,Q2,3.93333333333333,3.16666666666667,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,2
Male,32,7.0,"$30,001 to $60,000",30-60k,professional,VIC,married,3.63333333333333,Q2,3.06666666666667,3.17857142857143,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,36,6.0,"$30,001 to $60,000",30-60k,tradesperson,VIC,married,3.93333333333333,Q3,3.13333333333333,3.1875,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,1
Female,36,4.0,"$120,001 to $150,000",>120k,Clerical or service worker,QLD,married,4.3,Q4,4.46666666666667,3.63157894736842,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,2
Male,72,6.0,,,,QLD,married,4.6,Q4,4.26666666666667,4.36,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,0
Male,67,6.0,"Less than $30,000",<30k,retired,Tas,married,3.4,Q2,2.8,2.95454545454545,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,2
Male,24,7.0,"$150,001 to $180,000",>120k,professional,VIC,single,4.0,Q3,3.06666666666667,3.83333333333333,yes,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,2
Female,42,8.0,"$30,001 to $60,000",30-60k,professional,QLD,married,3.96666666666667,Q3,4.06666666666667,3.66666666666667,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,0
Male,29,7.0,"$90,001 to $120,000",90-120k,professional,VIC,living with a partner,3.5,Q2,3.86666666666667,3.1875,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,1
Female,55,4.0,"$120,001 to $150,000",>120k,professional,QLD,married,3.76666666666667,Q2,3.06666666666667,2.8,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,1
Male,67,4.0,"$60,001 to $90,000",60-90k,retired,VIC,married,4.43333333333333,Q4,3.13333333333333,3.13333333333333,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,0
Male,25,7.0,"$60,001 to $90,000",60-90k,professional,VIC,single,3.86666666666667,Q3,3.66666666666667,2.15789473684211,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,42,8.0,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,3.93333333333333,Q3,4.73333333333333,3.1,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,0
Male,41,7.0,"$30,001 to $60,000",30-60k,professional,VIC,single,1.0,Q1,3.2,2.53333333333333,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,1
Female,29,8.0,"$90,001 to $120,000",90-120k,transport worker,NSW,single,4.93333333333333,Q4,4.0,3.63333333333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,1
Male,28,4.0,"$30,001 to $60,000",30-60k,labourer,Tas,single,3.36666666666667,Q1,3.46666666666667,2.46666666666667,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,1
Female,63,1.0,"$30,001 to $60,000",30-60k,home-duties,VIC,married,4.23333333333333,Q4,4.06666666666667,3.44827586206897,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,1
Female,42,6.0,"$90,001 to $120,000",90-120k,Clerical or service worker,NSW,living with a partner,3.43333333333333,Q2,2.66666666666667,2.6,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,2
Female,47,6.0,"$120,001 to $150,000",>120k,manager or administrator,NSW,married,4.2,Q3,3.73333333333333,2.64285714285714,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,2
Female,55,2.0,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,separated or divorced,3.73333333333333,Q2,3.8,2.68421052631579,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,2
Female,41,6.0,"$30,001 to $60,000",30-60k,professional,NSW,living with a partner,3.96666666666667,Q3,3.66666666666667,3.19230769230769,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,2
Female,55,2.0,,,,NSW,separated or divorced,3.73333333333333,Q2,4.0,,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,2
Female,58,3.0,"$120,001 to $150,000",>120k,home-duties,VIC,married,3.73333333333333,Q2,3.93333333333333,3.77777777777778,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,2
Female,55,,"$150,001 to $180,000",>120k,professional,NSW,married,3.73333333333333,Q2,3.06666666666667,4.13333333333333,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,29,6.0,"$30,001 to $60,000",30-60k,manager or administrator,SA,living with a partner,4.73333333333333,Q4,4.6,3.75862068965517,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,0
Male,59,8.0,"Less than $30,000",<30k,professional,NT,single,3.36666666666667,Q1,4.26666666666667,3.13333333333333,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,1
Male,44,3.0,"$60,001 to $90,000",60-90k,professional,WA,married,4.2,Q3,3.6,3.8125,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,2
Male,39,3.0,"Less than $30,000",<30k,professional,QLD,living with a partner,3.86666666666667,Q3,4.93333333333333,3.22222222222222,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,0
Female,40,2.0,"Less than $30,000",<30k,home-duties,QLD,separated or divorced,2.6,Q1,2.6,1.91304347826087,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,2
Female,61,2.0,,,home-duties,NSW,married,4.33333333333333,Q4,3.6,4.44444444444444,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,0
Female,19,7.0,"$30,001 to $60,000",30-60k,unemployed,WA,single,2.6,Q1,3.2,2.3,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,1
Male,28,7.0,"$60,001 to $90,000",60-90k,professional,NSW,single,4.7,Q4,3.46666666666667,4.03333333333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,46,7.0,"$90,001 to $120,000",90-120k,manager or administrator,NSW,living with a partner,4.4,Q4,3.46666666666667,2.5,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,0
Female,38,3.0,"$30,001 to $60,000",30-60k,labourer,SA,married,4.9,Q4,4.0,3.83333333333333,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,44,2.0,"Less than $30,000",<30k,tradesperson,NSW,married,4.0,Q3,3.66666666666667,3.7,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,0
Female,56,8.0,"$30,001 to $60,000",30-60k,professional,NSW,separated or divorced,4.3,Q4,3.6,3.17241379310345,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,2
Male,37,8.0,"$120,001 to $150,000",>120k,small business owner,QLD,married,3.9,Q3,3.53333333333333,2.43333333333333,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,24,7.0,"$60,001 to $90,000",60-90k,professional,WA,single,3.36666666666667,Q1,2.86666666666667,2.46428571428571,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,2
Male,27,8.0,"$210,001 to $240,000",>120k,professional,VIC,living with a partner,1.2,Q1,3.66666666666667,1.68965517241379,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,24,8.0,"more than $240,001",>120k,tradesperson,QLD,single,4.53333333333333,Q4,4.13333333333333,3.73333333333333,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,1
Male,68,6.0,"Less than $30,000",<30k,retired,QLD,married,4.06666666666667,Q3,4.73333333333333,3.625,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,61,3.0,"$30,001 to $60,000",30-60k,retired,VIC,married,4.3,Q4,3.0,1.78947368421053,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,2
Male,22,3.0,"$30,001 to $60,000",30-60k,labourer,QLD,single,3.26666666666667,Q1,4.46666666666667,2.43333333333333,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,2
Female,55,1.0,"$30,001 to $60,000",30-60k,small business owner,NSW,married,4.06666666666667,Q3,3.66666666666667,4.0,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,0
Female,62,1.0,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,married,3.76666666666667,Q2,2.8,3.21739130434783,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,23,7.0,"$60,001 to $90,000",60-90k,professional,QLD,married,4.13333333333333,Q3,3.46666666666667,3.0,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,0
Male,35,1.0,"$30,001 to $60,000",30-60k,tradesperson,NSW,married,4.2,Q3,3.26666666666667,2.9,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,1
Female,65,1.0,"Less than $30,000",<30k,retired,QLD,married,4.03333333333333,Q3,3.2,2.48,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,2
Female,44,4.0,"$30,001 to $60,000",30-60k,manager or administrator,SA,separated or divorced,3.93333333333333,Q3,3.66666666666667,3.31034482758621,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,1
Male,56,8.0,"$90,001 to $120,000",90-120k,small business owner,NSW,married,3.36666666666667,Q1,3.6,2.85714285714286,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,39,4.0,"$90,001 to $120,000",90-120k,Clerical or service worker,QLD,married,4.4,Q4,3.06666666666667,4.09090909090909,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,0
Male,56,8.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,separated or divorced,4.5,Q4,3.86666666666667,4.64285714285714,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,1
Female,37,6.0,"Less than $30,000",<30k,home-duties,NSW,married,3.86666666666667,Q3,3.4,3.85714285714286,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,57,3.0,"Less than $30,000",<30k,home-duties,WA,married,4.7,Q4,4.73333333333333,3.56666666666667,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,2
Male,23,7.0,"Less than $30,000",<30k,sales,QLD,single,3.06666666666667,Q1,3.46666666666667,2.6,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,53,2.0,"$60,001 to $90,000",60-90k,sales,SA,married,3.86666666666667,Q3,3.86666666666667,2.78571428571429,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,35,7.0,"$60,001 to $90,000",60-90k,professional,ACT,married,3.83333333333333,Q3,3.66666666666667,2.28571428571429,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,61,3.0,"Less than $30,000",<30k,retired,NSW,married,2.9,Q1,3.66666666666667,2.95,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,1
Female,48,4.0,"$90,001 to $120,000",90-120k,professional,QLD,married,4.46666666666667,Q4,4.33333333333333,2.83333333333333,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,0
Female,58,8.0,"$60,001 to $90,000",60-90k,professional,VIC,married,4.23333333333333,Q4,3.26666666666667,3.33333333333333,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,1
Male,27,8.0,"$30,001 to $60,000",30-60k,unemployed,NSW,single,3.46666666666667,Q2,2.93333333333333,2.74074074074074,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,2
Female,67,4.0,"$60,001 to $90,000",60-90k,retired,VIC,married,4.23333333333333,Q4,4.26666666666667,3.13793103448276,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,0
Male,45,3.0,"$60,001 to $90,000",60-90k,manager or administrator,NSW,married,5.0,Q4,2.86666666666667,4.7,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,2
Male,41,2.0,"$60,001 to $90,000",60-90k,professional,NSW,married,3.73333333333333,Q2,3.06666666666667,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,41,2.0,"$90,001 to $120,000",90-120k,labourer,QLD,married,2.46666666666667,Q1,3.13333333333333,2.09090909090909,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,61,4.0,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,married,4.4,Q4,4.26666666666667,4.36363636363636,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,0
Female,63,1.0,"Less than $30,000",<30k,home-duties,NSW,married,3.7,Q2,3.8,3.22222222222222,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,2
Female,43,4.0,,,Clerical or service worker,NSW,married,3.93333333333333,Q3,4.33333333333333,2.76923076923077,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,1
Female,67,2.0,"Less than $30,000",<30k,,NSW,separated or divorced,3.66666666666667,Q2,3.46666666666667,2.3,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,55,2.0,"$30,001 to $60,000",30-60k,manager or administrator,NSW,married,4.03333333333333,Q3,3.86666666666667,3.94736842105263,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,0
Male,23,7.0,"$150,001 to $180,000",>120k,manager or administrator,VIC,single,1.93333333333333,Q1,2.73333333333333,1.53571428571429,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,2
Female,42,7.0,,,professional,NSW,living with a partner,3.53333333333333,Q2,4.86666666666667,2.59259259259259,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,2
Female,61,1.0,"$30,001 to $60,000",30-60k,Clerical or service worker,QLD,widowed,3.6,Q2,3.2,2.1,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,2
Male,38,7.0,"$120,001 to $150,000",>120k,professional,SA,married,2.93333333333333,Q1,3.26666666666667,1.86666666666667,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,1
Male,24,7.0,"$60,001 to $90,000",60-90k,sales,NSW,living with a partner,3.46666666666667,Q2,3.73333333333333,3.57894736842105,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,2
Male,51,7.0,"$90,001 to $120,000",90-120k,professional,QLD,married,3.13333333333333,Q1,3.13333333333333,2.31034482758621,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,2
Female,38,7.0,"$120,001 to $150,000",>120k,Clerical or service worker,VIC,living with a partner,3.86666666666667,Q3,3.06666666666667,2.92857142857143,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,2
Male,37,8.0,"$60,001 to $90,000",60-90k,professional,QLD,married,3.3,Q1,3.4,2.73076923076923,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,2
Female,24,4.0,"Less than $30,000",<30k,unemployed,NSW,married,3.03333333333333,Q1,3.73333333333333,2.36363636363636,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,1
Female,46,1.0,"$90,001 to $120,000",90-120k,home-duties,VIC,married,4.3,Q4,4.13333333333333,3.28571428571429,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,1
Male,27,6.0,"$60,001 to $90,000",60-90k,labourer,QLD,married,4.1,Q3,3.6,2.65384615384615,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,2
Female,35,1.0,"Less than $30,000",<30k,small business owner,VIC,living with a partner,3.56666666666667,Q2,3.66666666666667,2.82142857142857,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,1
Male,50,6.0,"$60,001 to $90,000",60-90k,tradesperson,NSW,married,2.93333333333333,Q1,2.93333333333333,1.88,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,2
Female,37,6.0,"Less than $30,000",<30k,home-duties,QLD,single,4.36666666666667,Q4,4.0,,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,1
Female,36,7.0,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,married,3.73333333333333,Q2,3.53333333333333,2.41379310344828,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,0
Male,38,8.0,"$120,001 to $150,000",>120k,manager or administrator,NSW,living with a partner,3.66666666666667,Q2,4.66666666666667,2.64,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,1
Male,30,8.0,"$30,001 to $60,000",30-60k,professional,NSW,married,2.66666666666667,Q1,3.8,2.40740740740741,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,1
Female,31,3.0,"$30,001 to $60,000",30-60k,home-duties,QLD,married,4.4,Q4,3.2,3.75,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,2
Female,55,1.0,"Less than $30,000",<30k,sales,WA,separated or divorced,3.86666666666667,Q3,4.0,2.43333333333333,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,2
Male,46,3.0,"$90,001 to $120,000",90-120k,manager or administrator,QLD,living with a partner,4.2,Q3,4.0,3.46428571428571,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,0
Female,22,7.0,"Less than $30,000",<30k,professional,VIC,single,3.96666666666667,Q3,4.06666666666667,4.44,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,26,8.0,"$120,001 to $150,000",>120k,professional,NSW,single,3.43333333333333,Q2,3.8,2.55555555555556,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,1
Female,42,4.0,"Less than $30,000",<30k,home-duties,NSW,separated or divorced,4.16666666666667,Q3,3.0,2.2,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,2
Male,58,2.0,"$30,001 to $60,000",30-60k,manager or administrator,NSW,single,3.13333333333333,Q1,4.26666666666667,1.9375,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,24,7.0,"$150,001 to $180,000",>120k,manager or administrator,NSW,single,4.56666666666667,Q4,3.06666666666667,4.26666666666667,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,2
Female,63,1.0,"Less than $30,000",<30k,home-duties,QLD,separated or divorced,2.93333333333333,Q1,3.2,2.63636363636364,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,42,1.0,,,tradesperson,VIC,married,4.0,Q3,3.4,2.80769230769231,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,1
Female,59,2.0,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,separated or divorced,4.5,Q4,2.33333333333333,2.3,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,1
Male,45,6.0,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,3.83333333333333,Q3,4.0,3.0,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,2
Female,62,4.0,,,Clerical or service worker,NSW,married,3.13333333333333,Q1,3.53333333333333,2.5,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,2
Male,26,6.0,"$60,001 to $90,000",60-90k,manager or administrator,VIC,single,4.1,Q3,3.86666666666667,2.89655172413793,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,0
Female,24,8.0,,,,VIC,single,4.0,Q3,3.86666666666667,2.36363636363636,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,1
Female,58,8.0,"$150,001 to $180,000",>120k,manager or administrator,VIC,married,4.2,Q3,4.2,3.72222222222222,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,2
Male,72,1.0,"Less than $30,000",<30k,sales,ACT,widowed,3.03333333333333,Q1,2.86666666666667,3.66666666666667,no,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,2
Male,30,7.0,"$60,001 to $90,000",60-90k,professional,VIC,married,3.36666666666667,Q1,2.86666666666667,1.96666666666667,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,1
Female,60,7.0,"$60,001 to $90,000",60-90k,home-duties,SA,married,4.2,Q3,4.46666666666667,3.0,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no,2
Female,47,4.0,"$60,001 to $90,000",60-90k,manager or administrator,NSW,married,4.5,Q4,3.66666666666667,3.66666666666667,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,1
Female,56,6.0,"Less than $30,000",<30k,unemployed,QLD,widowed,3.53333333333333,Q2,2.8,4.25,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,0
Female,32,1.0,"Less than $30,000",<30k,home-duties,SA,married,4.93333333333333,Q4,4.2,4.03571428571429,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,0
Female,29,7.0,"$60,001 to $90,000",60-90k,professional,WA,separated or divorced,4.33333333333333,Q4,3.8,1.83333333333333,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,1
Female,28,7.0,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,married,4.23333333333333,Q4,4.2,3.33333333333333,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,0
Female,32,3.0,"$30,001 to $60,000",30-60k,home-duties,QLD,married,4.1,Q3,3.33333333333333,3.875,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,2
